Unnamed: 0,code,name,price,category,brand,cpu1,cpu2,cpu3,ram,oCung,cardManHinh1,cardManHinh2,manHinh1,manHinh2,congKetNoi1,congKetNoi2,thietKe,kichThuoc,thoiGianRaMat,rating,full_name,Unnamed: 0.1,DauVao,Phan Giai,LED,SanXuat,Trong luong,Thoi gian dung sac,pin,img
116,220042001780,laptop,22990000, Laptop , asus ,ryzen 7,5800h,3.2ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb",card tích hợp,radeon,14,2.8k 2880 x 1800  16:10,1 x usb 3.2,2 x usb 2.0,vỏ nhựa  nắp lưng bằng kim loại,Dài 317.4 mm - Rộng 228.5 mm - Dày 19.3 mm - Nặng 1.4 kg,Dài 317.4 mm - Rộng 228.5 mm - Dày 19.3 mm - Nặng 1.4 kg,3.0," laptop  asus  ryzen 7 5800h 3.2ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb card tích hợp radeon 14 2.8k 2880 x 1800  16:10 1 x usb 3.2 2 x usb 2.0 vỏ nhựa  nắp lưng bằng kim loại",,,,,,,,,
117,220042001803,laptop,22990000, Laptop , msi ,i7,10750h,2.6ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb",card rời,gtx 1650 maxq 4gb,15.6,full hd 1920 x 1080,3x typea usb 3.2 gen 1,hdmi,vỏ nhựa  nắp lưng bằng kim loại,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,0.0," laptop  msi  i7 10750h 2.6ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb card rời gtx 1650 maxq 4gb 15.6 full hd 1920 x 1080 3x typea usb 3.2 gen 1 hdmi vỏ nhựa  nắp lưng bằng kim loại",,,,,,,,,
118,220042001781,laptop,22990000, Laptop , asus ,ryzen 7,5800h,3.2ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,radeon,14,2.8k 2880 x 1800  16:10,1 x usb 3.2,2 x usb 2.0,vỏ nhựa  nắp lưng bằng kim loại,Dài 317.4 mm - Rộng 228.5 mm - Dày 19.3 mm - Nặng 1.4 kg,Dài 317.4 mm - Rộng 228.5 mm - Dày 19.3 mm - Nặng 1.4 kg,5.0, laptop  asus  ryzen 7 5800h 3.2ghz 8 gb 512 gb ssd nvme pcie card tích hợp radeon 14 2.8k 2880 x 1800  16:10 1 x usb 3.2 2 x usb 2.0 vỏ nhựa  nắp lưng bằng kim loại,,,,,,,,,
119,220042001783,laptop,22990000, Laptop , dell ,i5,1135g7,2.4ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb 2280  1tb 2230",card rời,mx350 2gb,15.6,full hd 1920 x 1080,2 x usb 3.2,hdmi,dài 358.5 mm  rộng 235.5 mm  dày 18.9 mm  nặng 1.69 kg,2021,2021,0.0," laptop  dell  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb 2280  1tb 2230 card rời mx350 2gb 15.6 full hd 1920 x 1080 2 x usb 3.2 hdmi dài 358.5 mm  rộng 235.5 mm  dày 18.9 mm  nặng 1.69 kg",,,,,,,,,
120,220042001745,laptop,22990000, Laptop , dell ,i5,1135g7,2.4ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb",card rời,mx350 2gb,15.6,full hd 1920 x 1080,2 x usb 3.2,hdmi,dài 359 mm  rộng 235.5 mm  dày 19 mm  nặng 1.73 kg,2021,2021,0.0," laptop  dell  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb card rời mx350 2gb 15.6 full hd 1920 x 1080 2 x usb 3.2 hdmi dài 359 mm  rộng 235.5 mm  dày 19 mm  nặng 1.73 kg",,,,,,,,,
121,220042001836,laptop,22490000, Laptop , hp ,i7,1165g7,2.8ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,intel iris xe,14,full hd 1920 x 1080,1x superspeed usb typec,2x superspeed usb a,dài 325 mm  rộng 216.6 mm  dày 17 mm  nặng 1.41 kg,2021,2021,0.0, laptop  hp  i7 1165g7 2.8ghz 8 gb 512 gb ssd nvme pcie card tích hợp intel iris xe 14 full hd 1920 x 1080 1x superspeed usb typec 2x superspeed usb a dài 325 mm  rộng 216.6 mm  dày 17 mm  nặng 1.41 kg,,,,,,,,,
122,220042001762,laptop,22490000, Laptop , msi ,i7,1195g7,2.9ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb",card tích hợp,intel iris xe,14,full hd 1920 x 1080,2 x usb 3.2,hdmi,vỏ kim loại,Dài 319 mm - Rộng 219 mm - Dày 16.9 mm - Nặng 1.3 kg,Dài 319 mm - Rộng 219 mm - Dày 16.9 mm - Nặng 1.3 kg,0.0," laptop  msi  i7 1195g7 2.9ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb card tích hợp intel iris xe 14 full hd 1920 x 1080 2 x usb 3.2 hdmi vỏ kim loại",,,,,,,,,
123,220042001837,laptop,21990000, Laptop , acer ,ryzen 5,5500u,2.1ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb",card rời,gtx 1650 4gb,15.6,full hd 1920 x 1080,2 x usb 3.2,hdmi,vỏ nhựa,Dài 363.4 mm - Rộng 254.5 mm - Dày 22.9 mm - Nặng 2.1 kg,Dài 363.4 mm - Rộng 254.5 mm - Dày 22.9 mm - Nặng 2.1 kg,0.0," laptop  acer  ryzen 5 5500u 2.1ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb card rời gtx 1650 4gb 15.6 full hd 1920 x 1080 2 x usb 3.2 hdmi vỏ nhựa",,,,,,,,,
124,220042001821,laptop,21990000, Laptop , asus ,i5,10300h,2.5ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb",card rời,gtx 1650 4gb,15.6,full hd 1920 x 1080,1x usb 3.2 gen 2 typec support displayport  power delivery  gsync,2 x usb 3.2,vỏ nhựa,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,0.0," laptop  asus  i5 10300h 2.5ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb card rời gtx 1650 4gb 15.6 full hd 1920 x 1080 1x usb 3.2 gen 2 typec support displayport  power delivery  gsync 2 x usb 3.2 vỏ nhựa",,,,,,,,,
125,220042001678,laptop,21990000, Laptop , msi ,i7,1195g7,2.9ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb",card tích hợp,intel iris xe,14,full hd 1920 x 1080,2 x usb 3.2,hdmi,vỏ kim loại,Dài 319 mm - Rộng 219 mm - Dày 16.9 mm - Nặng 1.3 kg,Dài 319 mm - Rộng 219 mm - Dày 16.9 mm - Nặng 1.3 kg,5.0," laptop  msi  i7 1195g7 2.9ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb card tích hợp intel iris xe 14 full hd 1920 x 1080 2 x usb 3.2 hdmi vỏ kim loại",,,,,,,,,
126,220042001521,laptop,21990000, Laptop , dell ,i5,10300h,2.5ghz,8 gb,"1 tb hdd sata 3 có thể tháo ra, lắp thanh khác tối đa 2 tb",card rời,gtx 1650 4gb,15.6,full hd 1920 x 1080,1 x usb 3.2,2 x usb 3.0,vỏ nhựa  nắp lưng bằng kim loại,Dài 364.9 mm - Rộng 254.5 mm - Dày 21.7 mm - Nặng 2.58 kg,Dài 364.9 mm - Rộng 254.5 mm - Dày 21.7 mm - Nặng 2.58 kg,0.0," laptop  dell  i5 10300h 2.5ghz 8 gb 1 tb hdd sata 3 có thể tháo ra, lắp thanh khác tối đa 2 tb card rời gtx 1650 4gb 15.6 full hd 1920 x 1080 1 x usb 3.2 2 x usb 3.0 vỏ nhựa  nắp lưng bằng kim loại",,,,,,,,,
127,220042001367,laptop,21990000, Laptop , asus ,i5,10300h,2.5ghz,8 gb,512 gb ssd nvme pcie,card rời,gtx 1650 4gb,15.6,full hd 1920 x 1080,jack tai nghe 3.5 mm,2 x usb 3.2,vỏ nhựa  nắp lưng bằng kim loại,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,3.8, laptop  asus  i5 10300h 2.5ghz 8 gb 512 gb ssd nvme pcie card rời gtx 1650 4gb 15.6 full hd 1920 x 1080 jack tai nghe 3.5 mm 2 x usb 3.2 vỏ nhựa  nắp lưng bằng kim loại,,,,,,,,,
128,220042001791,laptop,21890000, Laptop , surface ,i5,1035g4,1.1ghz,8 gb,128 gb ssd m2 pcie,card tích hợp,intel iris plus,12.3,2k,1 x surface connect,jack tai nghe 3.5 mm,kim loại magie,Dài 201 mm - Rộng 292 mm - Dày 8.5 mm - Nặng 0.775 kg,Dài 201 mm - Rộng 292 mm - Dày 8.5 mm - Nặng 0.775 kg,0.0, laptop  surface  i5 1035g4 1.1ghz 8 gb 128 gb ssd m2 pcie card tích hợp intel iris plus 12.3 2k 1 x surface connect jack tai nghe 3.5 mm kim loại magie,,,,,,,,,
129,220042001790,surface,21790000, Laptop , surface ,i5,1035g1,1.00 ghz,8 gb,256 gb ssd nvme pcie,card tích hợp,intel uhd,12.4,1536 x 1024 148 ppi,1 x surface connect,1 x usb a,vỏ nhựa  nắp lưng bằng kim loại,Dài 278.18 mm - Rộng 205.67 mm - Dày 15.69 mm - Nặng 1.11 kg,Dài 278.18 mm - Rộng 205.67 mm - Dày 15.69 mm - Nặng 1.11 kg,0.0, surface  surface  i5 1035g1 1.00 ghz 8 gb 256 gb ssd nvme pcie card tích hợp intel uhd 12.4 1536 x 1024 148 ppi 1 x surface connect 1 x usb a vỏ nhựa  nắp lưng bằng kim loại,,,,,,,,,
130,220042001870,laptop,20990000, Laptop , hp ,i5,1135g7,2.4ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb",card tích hợp,intel iris xe,14,full hd 1920 x 1080,"1x usb 3.1 gen 1 typec support power delivery, displayport, hp sleep and charge",2 x usb 3.1,vỏ nhựa  chiếu nghỉ tay bằng kim loại,Dài 322 mm - Rộng 209 mm - Dày 20.6 mm - Nặng 1.525 kg,Dài 322 mm - Rộng 209 mm - Dày 20.6 mm - Nặng 1.525 kg,0.0," laptop  hp  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb card tích hợp intel iris xe 14 full hd 1920 x 1080 1x usb 3.1 gen 1 typec support power delivery, displayport, hp sleep and charge 2 x usb 3.1 vỏ nhựa  chiếu nghỉ tay bằng kim loại",,,,,,,,,
131,220042001707,laptop,20990000, Laptop , dell ,i5,1135g7,2.4ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,intel iris xe,15.6,full hd 1920 x 1080,2 x usb 3.1,hdmi,dài 358.5 mm  rộng 235.5 mm  dày 18.9 mm  nặng 1.69 kg,2021,2021,3.2, laptop  dell  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie card tích hợp intel iris xe 15.6 full hd 1920 x 1080 2 x usb 3.1 hdmi dài 358.5 mm  rộng 235.5 mm  dày 18.9 mm  nặng 1.69 kg,,,,,,,,,
132,220042001833,laptop,20990000, Laptop , dell ,i5,1135g7,2.4ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,intel iris xe,15.6,full hd 1920 x 1080,2 x usb 3.1,hdmi,dài 358.5 mm  rộng 235.5 mm  dày 18.9 mm  nặng 1.69 kg,2021,2021,0.0, laptop  dell  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie card tích hợp intel iris xe 15.6 full hd 1920 x 1080 2 x usb 3.1 hdmi dài 358.5 mm  rộng 235.5 mm  dày 18.9 mm  nặng 1.69 kg,,,,,,,,,
133,220042001802,laptop,20990000, Laptop , msi ,i5,10500h,2.5ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb",card rời,gtx 1650 maxq 4gb,15.6,full hd 1920 x 1080,3x typea usb 3.2 gen 1,hdmi,vỏ nhựa  nắp lưng bằng kim loại,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,0.0," laptop  msi  i5 10500h 2.5ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb card rời gtx 1650 maxq 4gb 15.6 full hd 1920 x 1080 3x typea usb 3.2 gen 1 hdmi vỏ nhựa  nắp lưng bằng kim loại",,,,,,,,,
134,220042001615,laptop,20790000, Laptop , asus ,i5,1135g7,2.4ghz,8 gb,512 gb ssd nvme pcie,card rời,mx330 2gb,15.6,full hd 1920 x 1080,2 x usb 2.0,hdmi,dài 359 mm  rộng 235 mm  dày 17.9 mm  nặng 1.8 kg,2021,2021,4.2, laptop  asus  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie card rời mx330 2gb 15.6 full hd 1920 x 1080 2 x usb 2.0 hdmi dài 359 mm  rộng 235 mm  dày 17.9 mm  nặng 1.8 kg,,,,,,,,,
135,220042001883,laptop,20490000, Laptop , asus ,i5,1135g7,2.4ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb",card tích hợp,intel iris xe,15.6,full hd 1920 x 1080,2 x usb 3.2,hdmi,vỏ nhựa  chiếu nghỉ tay bằng kim loại,Dài 358 mm - Rộng 236.5 mm - Dày 19.4 mm - Nặng 1.73 kg,Dài 358 mm - Rộng 236.5 mm - Dày 19.4 mm - Nặng 1.73 kg,0.0," laptop  asus  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb card tích hợp intel iris xe 15.6 full hd 1920 x 1080 2 x usb 3.2 hdmi vỏ nhựa  chiếu nghỉ tay bằng kim loại",,,,,,,,,
136,220042001385,laptop,20390000, Laptop , lenovo ,i5,1135g7,2.4ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,intel iris xe,14,full hd 1920 x 1080,2 x usb 3.2,hdmi,dài 323 mm  rộng 218 mm  dày 17.9 mm  nặng 1.4 kg,2020,2020,2.9, laptop  lenovo  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie card tích hợp intel iris xe 14 full hd 1920 x 1080 2 x usb 3.2 hdmi dài 323 mm  rộng 218 mm  dày 17.9 mm  nặng 1.4 kg,,,,,,,,,
137,220042001397,laptop,20090000, Laptop , asus ,i5,1135g7,2.4ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,intel iris xe,14,full hd 1920 x 1080,thunderbolt 4 usbc,1 x usb 3.2,vỏ nhựa  nắp lưng bằng kim loại,Dài 324 mm - Rộng 220 mm - Dày 18.7 mm - Nặng 1.5 kg,Dài 324 mm - Rộng 220 mm - Dày 18.7 mm - Nặng 1.5 kg,0.0, laptop  asus  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie card tích hợp intel iris xe 14 full hd 1920 x 1080 thunderbolt 4 usbc 1 x usb 3.2 vỏ nhựa  nắp lưng bằng kim loại,,,,,,,,,
138,220042001682,laptop,19990000, Laptop , asus ,i5,1135g7,2.4ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,intel iris xe,15.6,full hd 1920 x 1080 oled,1 x usb 3.2,2 x usb 2.0,dài 359 mm  rộng 235 mm  dày 17.9 mm  nặng 1.8 kg,2021,2021,3.6, laptop  asus  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie card tích hợp intel iris xe 15.6 full hd 1920 x 1080 oled 1 x usb 3.2 2 x usb 2.0 dài 359 mm  rộng 235 mm  dày 17.9 mm  nặng 1.8 kg,,,,,,,,,
139,220042001765,laptop,19990000, Laptop , dell ,i5,1135g7,2.4ghz,4 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb",card tích hợp,intel iris xe,15.6,full hd 1920 x 1080,2 x usb 3.2,hdmi,dài 358.5 mm  rộng 235.5 mm  dày 18.9 mm  nặng 1.7 kg,2021,2021,4.0," laptop  dell  i5 1135g7 2.4ghz 4 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb card tích hợp intel iris xe 15.6 full hd 1920 x 1080 2 x usb 3.2 hdmi dài 358.5 mm  rộng 235.5 mm  dày 18.9 mm  nặng 1.7 kg",,,,,,,,,
140,220042001882,laptop,19990000, Laptop , asus ,i5,1135g7,2.4ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb",card tích hợp,intel iris xe,14,full hd 1920 x 1080,2 x usb 3.2,hdmi,vỏ nhựa  nắp lưng bằng kim loại,Dài 323.4 mm - Rộng 215.6 mm - Dày 19.2 mm - Nặng 1.45 kg,Dài 323.4 mm - Rộng 215.6 mm - Dày 19.2 mm - Nặng 1.45 kg,0.0," laptop  asus  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb card tích hợp intel iris xe 14 full hd 1920 x 1080 2 x usb 3.2 hdmi vỏ nhựa  nắp lưng bằng kim loại",,,,,,,,,
141,220042001726,laptop,19990000, Laptop , msi ,ryzen 7,5700u,1.8ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb",card tích hợp,radeon,15.6,full hd 1920 x 1080,3 x usb 3.2,hdmi,nắp lưng và chiếu nghỉ tay bằng kim loại,Dài 356.8 mm - Rộng 233.7 mm - Dày 18.9 mm - Nặng 1.6 kg,Dài 356.8 mm - Rộng 233.7 mm - Dày 18.9 mm - Nặng 1.6 kg,5.0," laptop  msi  ryzen 7 5700u 1.8ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb card tích hợp radeon 15.6 full hd 1920 x 1080 3 x usb 3.2 hdmi nắp lưng và chiếu nghỉ tay bằng kim loại",,,,,,,,,
142,220042001812,laptop,19990000, Laptop , acer ,ryzen 5,5500u,2.1ghz,8 gb,"256 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb",card rời,gtx 1650 4gb,15.6,full hd 1920 x 1080,2 x usb 3.2,hdmi,vỏ nhựa,Dài 363.4 mm - Rộng 254.5 mm - Dày 22.9 mm - Nặng 2.1 kg,Dài 363.4 mm - Rộng 254.5 mm - Dày 22.9 mm - Nặng 2.1 kg,0.0," laptop  acer  ryzen 5 5500u 2.1ghz 8 gb 256 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb card rời gtx 1650 4gb 15.6 full hd 1920 x 1080 2 x usb 3.2 hdmi vỏ nhựa",,,,,,,,,
143,220042001881,laptop,19890000, Laptop , asus ,i5,1135g7,2.4ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb",card tích hợp,intel iris xe,14,full hd 1920 x 1080,2 x usb 3.2,hdmi,vỏ nhựa  nắp lưng bằng kim loại,Dài 323.4 mm - Rộng 215.6 mm - Dày 19.2 mm - Nặng 1.45 kg,Dài 323.4 mm - Rộng 215.6 mm - Dày 19.2 mm - Nặng 1.45 kg,0.0," laptop  asus  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb card tích hợp intel iris xe 14 full hd 1920 x 1080 2 x usb 3.2 hdmi vỏ nhựa  nắp lưng bằng kim loại",,,,,,,,,
144,220042001817,laptop,19790000, Laptop , hp ,i5,1135g7,2.4ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,intel iris xe,14,full hd 1920 x 1080,2x superspeed usb a,hdmi,dài 325 mm  rộng 216.6 mm  dày 17 mm  nặng 1.41 kg,2021,2021,0.0, laptop  hp  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie card tích hợp intel iris xe 14 full hd 1920 x 1080 2x superspeed usb a hdmi dài 325 mm  rộng 216.6 mm  dày 17 mm  nặng 1.41 kg,,,,,,,,,
145,220042001867,laptop,19690000, Laptop , hp ,i7,1165g7,2.8ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,intel iris xe,15.6,hd 1366 x 768,2 x usb 3.1,hdmi,dài 358.5 mm  rộng 242 mm  dày 18 mm  nặng 1.592 kg,2021,2021,0.0, laptop  hp  i7 1165g7 2.8ghz 8 gb 512 gb ssd nvme pcie card tích hợp intel iris xe 15.6 hd 1366 x 768 2 x usb 3.1 hdmi dài 358.5 mm  rộng 242 mm  dày 18 mm  nặng 1.592 kg,,,,,,,,,
146,220042001831,laptop,19490000, Laptop , dell ,ryzen 5,3450u,2.1ghz,8 gb,256 gb ssd nvme pcie,card tích hợp,radeon,15.6,full hd 1920 x 1080,2 x usb 3.2,hdmi,dài 358.5 mm  rộng 235.5 mm  dày 18.9 mm  nặng 1.81 kg,2021,2021,0.0, laptop  dell  ryzen 5 3450u 2.1ghz 8 gb 256 gb ssd nvme pcie card tích hợp radeon 15.6 full hd 1920 x 1080 2 x usb 3.2 hdmi dài 358.5 mm  rộng 235.5 mm  dày 18.9 mm  nặng 1.81 kg,,,,,,,,,
147,220042001594,laptop,18990000, Laptop , msi ,i5,1155g7,2.5ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb",card tích hợp,intel iris xe,15.6,full hd 1920 x 1080,2 x usb 3.2,hdmi,vỏ kim loại,Dài 356.8 mm - Rộng 233.75 mm - Dày 16.9 mm - Nặng 1.6 kg,Dài 356.8 mm - Rộng 233.75 mm - Dày 16.9 mm - Nặng 1.6 kg,4.2," laptop  msi  i5 1155g7 2.5ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 2tb card tích hợp intel iris xe 15.6 full hd 1920 x 1080 2 x usb 3.2 hdmi vỏ kim loại",,,,,,,,,
148,220042001851,laptop,18990000, Laptop , hp ,i5,1155g7,2.5ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,intel iris xe,14,full hd 1920 x 1080,1x superspeed usb typec,2x superspeed usb a,dài 325 mm  rộng 216.6 mm  dày 17 mm  nặng 1.41 kg,2021,2021,0.0, laptop  hp  i5 1155g7 2.5ghz 8 gb 512 gb ssd nvme pcie card tích hợp intel iris xe 14 full hd 1920 x 1080 1x superspeed usb typec 2x superspeed usb a dài 325 mm  rộng 216.6 mm  dày 17 mm  nặng 1.41 kg,,,,,,,,,
149,220042001868,laptop,18990000, Laptop , hp ,i5,1135g7,2.4ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,intel iris xe,15.6,full hd 1920 x 1080,2 x usb 3.1,hdmi,dài 360.2 mm  rộng 234 mm  dày 17.9 mm  nặng 1.677 kg,2021,2021,0.0, laptop  hp  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie card tích hợp intel iris xe 15.6 full hd 1920 x 1080 2 x usb 3.1 hdmi dài 360.2 mm  rộng 234 mm  dày 17.9 mm  nặng 1.677 kg,,,,,,,,,
150,220042001591,laptop,18990000, Laptop , asus ,i5,1135g7,2.4ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb",card rời,mx330 2gb,15.6,full hd 1920 x 1080,1 x usb 3.2,2 x usb 2.0,dài 360.2 mm  rộng 234.9 mm  dày 19.9 mm  nặng 1.8 kg,2021,2021,3.1," laptop  asus  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb card rời mx330 2gb 15.6 full hd 1920 x 1080 1 x usb 3.2 2 x usb 2.0 dài 360.2 mm  rộng 234.9 mm  dày 19.9 mm  nặng 1.8 kg",,,,,,,,,
151,220042001775,laptop,18890000, Laptop , dell ,i5,1135g7,2.4ghz,8 gb,"256 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb",card tích hợp,intel iris xe,14,full hd 1920 x 1080,2 x usb 3.2,hdmi,dài 328.7 mm  rộng 239.5 mm  dày 19.9 mm  nặng 1.64 kg,2021,2021,0.0," laptop  dell  i5 1135g7 2.4ghz 8 gb 256 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb card tích hợp intel iris xe 14 full hd 1920 x 1080 2 x usb 3.2 hdmi dài 328.7 mm  rộng 239.5 mm  dày 19.9 mm  nặng 1.64 kg",,,,,,,,,
152,220042001876,laptop,18490000, Laptop , lenovo ,i5,1135g7,2.4ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb 2280  512gb 2242",card tích hợp,intel iris xe,15.6,full hd 1920 x 1080,1 x usb 3.2,hdmi,dài 359.2 mm  rộng 236.5 mm  dày 19.9 mm  nặng 1.65 kg,2021,2021,0.0," laptop  lenovo  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb 2280  512gb 2242 card tích hợp intel iris xe 15.6 full hd 1920 x 1080 1 x usb 3.2 hdmi dài 359.2 mm  rộng 236.5 mm  dày 19.9 mm  nặng 1.65 kg",,,,,,,,,
153,220042001664,laptop,18490000, Laptop , hp ,i5,1135g7,2.4ghz,8 gb,512 gb ssd nvme pcie,card tích hợp,intel iris xe,14,full hd 1920 x 1080,2x superspeed usb a,hdmi,dài 325 mm  rộng 216.6 mm  dày 17 mm  nặng 1.41 kg,2021,2021,0.0, laptop  hp  i5 1135g7 2.4ghz 8 gb 512 gb ssd nvme pcie card tích hợp intel iris xe 14 full hd 1920 x 1080 2x superspeed usb a hdmi dài 325 mm  rộng 216.6 mm  dày 17 mm  nặng 1.41 kg,,,,,,,,,
154,220042001784,laptop,18490000, Laptop , dell ,ryzen 5,3500u,2.1ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb 2280  512gb 2230",card tích hợp,radeon vega 8,14,full hd 1920 x 1080,2 x usb 3.2,hdmi,dài 328.7 mm  rộng 239.5 mm  dày 19.9 mm  nặng 1.7 kg,2021,2021,0.0," laptop  dell  ryzen 5 3500u 2.1ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb 2280  512gb 2230 card tích hợp radeon vega 8 14 full hd 1920 x 1080 2 x usb 3.2 hdmi dài 328.7 mm  rộng 239.5 mm  dày 19.9 mm  nặng 1.7 kg",,,,,,,,,
155,220042001544,laptop,18490000, Laptop , dell ,ryzen 5,3500u,2.1ghz,8 gb,"512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb 2280  512gb 2230",card tích hợp,radeon vega 8,14,full hd 1920 x 1080,2 x usb 3.2,hdmi,dài 328.7 mm  rộng 239.5 mm  dày 19.9 mm  nặng 1.7 kg,2020,2020,3.0," laptop  dell  ryzen 5 3500u 2.1ghz 8 gb 512 gb ssd nvme pcie có thể tháo ra, lắp thanh khác tối đa 1tb 2280  512gb 2230 card tích hợp radeon vega 8 14 full hd 1920 x 1080 2 x usb 3.2 hdmi dài 328.7 mm  rộng 239.5 mm  dày 19.9 mm  nặng 1.7 kg",,,,,,,,,
